web-scraper-order,web-scraper-start-url,offer_url,offer_url-href,location,net_price,deposit,area,room_num,build_type,floor,total_floor,build_mat,windows,heating,year_built,status,agd,security,add_info,rest_info,offer_ID,next_pagination,next_pagination-href,add_cost,offer_last_update,second_page,second_page-href,third_page,third_page-href
1612261151-928,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"38 m²
                    
                        Dwa pokoje Mokotów Mordor Metro Wierzbno bezp.",https://www.otodom.pl/pl/oferta/dwa-pokoje-mokotow-mordor-metro-wierzbno-bezp-ID48rMJ.html#f373f812d9,"Warszawa, Mokotów, Górny Mokotów",1 600 zł,Kaucja:2 000 zł,Powierzchnia:38 m²,Liczba pokoi:2,Rodzaj zabudowy:blok,Piętro:6,,Materiał budynku:cegła,Okna:drewniane,Ogrzewanie:miejskie,Rok budowy:1960,Stan wykończenia:do zamieszkania,lodówkameblepiekarnikkuchenkapralka,domofon / wideofonmonitoring / ochrona,balkonwindaoddzielna kuchnia,wynajmę również studentom,Nr oferty w Otodom: 61118777,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=24,Czynsz - dodatkowo:450 zł,Data aktualizacji: 6 dni temu,,,,
1612264848-2140,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"46 m²
                    
                        2 Pokoje Wilanów Zawady z Garażem - Po Remoncie",https://www.otodom.pl/pl/oferta/2-pokoje-wilanow-zawady-z-garazem-po-remoncie-ID49J53.html#1436b9533d,"Warszawa, Wilanów, Syta",2 300 zł,Kaucja:2 300 zł,Powierzchnia:46 m²,Liczba pokoi:2,Rodzaj zabudowy:blok,Piętro:1,Liczba pięter:2,,,,Rok budowy:2009,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkapralka,teren zamknięty,balkonpiwnicagaraż/miejsce parkingowetaras,,Nr oferty w Otodom: 61423589,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=7,,Data aktualizacji: 4 dni temu,,,,
1612260055-578,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"66 m²
                    
                        Bezpośrednio| 2 poziomy| 3 pok| 66m2| Wola-Centrum",https://www.otodom.pl/pl/oferta/bezposrednio-2-poziomy-3-pok-66m2-wola-centrum-ID44mxr.html#7f14664e28,"Warszawa, Wola",2 300 zł,Kaucja:500 zł,Powierzchnia:66 m²,Liczba pokoi:3,Rodzaj zabudowy:blok,Piętro:6,Liczba pięter:7,Materiał budynku:cegła,Okna:plastikowe,Ogrzewanie:miejskie,Rok budowy:1973,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkapralka,drzwi / okna antywłamaniowedomofon / wideofon,telewizja kablowainternettelefon,klimatyzacjabalkongaraż/miejsce parkingowewindatylko dla niepalącychdwupoziomowe,Nr oferty w Otodom: 60145297,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=28,Czynsz - dodatkowo:900 zł,Data aktualizacji: 2 dni temu,,,,
1612262166-1261,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"51 m²
                    
                        Apartament 51m2 Żoliborz sPlace Park",https://www.otodom.pl/pl/oferta/apartament-51m2-zoliborz-splace-park-ID49knp.html#929a2ae3bc,"Warszawa, Żoliborz, ul. Przasnyska",3 000 zł,Kaucja:3 000 zł,Powierzchnia:51 m²,Liczba pokoi:2,Rodzaj zabudowy:apartamentowiec,Piętro:3,Liczba pięter:6,Materiał budynku:cegła,Okna:drewniane,Ogrzewanie:miejskie,Rok budowy:2017,,zmywarkalodówkameblepiekarnikkuchenkapralka,drzwi / okna antywłamanioweteren zamkniętydomofon / wideofonmonitoring / ochrona,balkongaraż/miejsce parkingowewindatylko dla niepalących,,Nr oferty w Otodom: 61328627,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=19,,Data aktualizacji: 7 dni temu,,,,
1612259319-341,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"32,08 m²
                    
                        Mieszkanie 2 pokoje Wilanów 32m + ogródek i patio",https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-wilanow-32m-ogrodek-i-patio-ID3UdLG.html#f1ed3f7bb9,"Warszawa, Wilanów, ul. Sarmacka 4A",2 500 zł,Kaucja:2 500 zł,"Powierzchnia:32,08 m²",Liczba pokoi:2,Rodzaj zabudowy:apartamentowiec,Piętro:parter,Liczba pięter:4,Materiał budynku:cegła,Okna:drewniane,Ogrzewanie:miejskie,Rok budowy:2017,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkatelewizorpralka,system alarmowydrzwi / okna antywłamanioweteren zamkniętydomofon / wideofonmonitoring / ochronarolety antywłamaniowe,telewizja kablowainternet,balkonpiwnicagaraż/miejsce parkingoweogródekwindatylko dla niepalącychtaras,Nr oferty w Otodom: 57728304,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=31,,Data aktualizacji: 2 dni temu,,,,
1612258890-199,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"67 m²
                    
                        Uroczy apartament przy Parku Szczęśliwickim",https://www.otodom.pl/pl/oferta/uroczy-apartament-przy-parku-szczesliwickim-ID3Ayr9.html#2d92c11f0e,"Warszawa, Ochota, ul. Drawska",3 200 zł,Kaucja:3 200 zł,Powierzchnia:67 m²,Liczba pokoi:3,Rodzaj zabudowy:apartamentowiec,Piętro:3,Liczba pięter:6,,,Ogrzewanie:miejskie,Rok budowy:2008,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkatelewizorpralka,balkongaraż/miejsce parkingowepom. użytkowe,,,Nr oferty w Otodom: 53041195,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=33,,Data aktualizacji: 19 godzin temu,,,,
1612261425-1017,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"65 m²
                    
                        Metro Daszynskiego, bez doplat, miesiac, 2, 3; FV",https://www.otodom.pl/pl/oferta/metro-daszynskiego-bez-doplat-miesiac-2-3-fv-ID48Jj5.html#b3839ae84a,"Warszawa, Wola",2 600 zł,Kaucja:1 000 zł,Powierzchnia:65 m²,Liczba pokoi:2,Rodzaj zabudowy:apartamentowiec,Piętro:2,Liczba pięter:6,Materiał budynku:cegła,Okna:drewniane,Ogrzewanie:miejskie,Rok budowy:2018,Stan wykończenia:do zamieszkania,zmywarkalodówkameblekuchenkatelewizorpralka,teren zamkniętydomofon / wideofonmonitoring / ochrona,telewizja kablowainternet,balkonwindatylko dla niepalącychtaras,Nr oferty w Otodom: 61186131,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=22,,Data aktualizacji: 6 dni temu,,,,
1612258547-85,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"64 m²
                    
                        3 pokojowe mieszkanie",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-ID36FgQ.html#1d6746a455,"Warszawa, Bielany, ul. Klaudyny",2 800 zł,Kaucja:2 800 zł,Powierzchnia:64 m²,Liczba pokoi:3,Rodzaj zabudowy:blok,Piętro:> 10,Liczba pięter:20,,Okna:plastikowe,Ogrzewanie:miejskie,Rok budowy:1989,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkapralka,domofon / wideofonmonitoring / ochrona,telewizja kablowainternet,balkonwindaoddzielna kuchniapom. użytkowe,Nr oferty w Otodom: 45917624,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=35,,Data aktualizacji: 6 dni temu,,,,
1612260343-665,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"60 m²
                    
                        Apartament w Atelier Residence Warszawa Centrum",https://www.otodom.pl/pl/oferta/apartament-w-atelier-residence-warszawa-centrum-ID45D1n.html#ddc20d44e1,"Warszawa, Śródmieście, Bagno 2",3 500 zł,Kaucja:3 500 zł,Powierzchnia:60 m²,Liczba pokoi:2,Rodzaj zabudowy:apartamentowiec,Piętro:7,Liczba pięter:14,,Okna:drewniane,Ogrzewanie:miejskie,Rok budowy:2010,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkatelewizorpralka,drzwi / okna antywłamanioweteren zamkniętydomofon / wideofonmonitoring / ochrona,telewizja kablowainternet,windatylko dla niepalących,Nr oferty w Otodom: 60446985,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=27,,Data aktualizacji: 5 dni temu,,,,
1612263893-1830,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"54 m²
                    
                        Nowe Bielany,2pokoje(54m2),tuz przy METRZE Mlociny",https://www.otodom.pl/pl/oferta/nowe-bielany-2pokoje54m2-tuz-przy-metrze-mlociny-ID49CkK.html#7e930f9f3f,"Warszawa, Bielany, ul. Jana Kasprowicza 119",2 250 zł,Kaucja:2 250 zł,Powierzchnia:54 m²,Liczba pokoi:2,Rodzaj zabudowy:apartamentowiec,Piętro:6,Liczba pięter:7,Materiał budynku:cegła,Okna:drewniane,Ogrzewanie:miejskie,,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkapralka,teren zamkniętydomofon / wideofonmonitoring / ochrona,balkonwindatylko dla niepalącychoddzielna kuchnia,,Nr oferty w Otodom: 61397654,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=11,,Data aktualizacji: 4 dni temu,,,,
1612262194-1270,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"39 m²
                    
                        Bezpośrednio, nowe 2 pokoje, Wola",https://www.otodom.pl/pl/oferta/bezposrednio-nowe-2-pokoje-wola-ID49kWG.html#929a2ae3bc,"Warszawa, Wola",2 910 zł,,Powierzchnia:39 m²,Liczba pokoi:2,Rodzaj zabudowy:apartamentowiec,Piętro:> 10,Liczba pięter:17,,,Ogrzewanie:miejskie,Rok budowy:2020,Stan wykończenia:do zamieszkania,,,,,Nr oferty w Otodom: 61330752,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=19,,Data aktualizacji: 5 dni temu,,,,
1612264691-2089,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"50 m²
                    
                        Mieszkanie 2 pokojowe z garażem wolne od zaraz Urs",https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-z-garazem-wolne-od-zaraz-urs-ID49Hq2.html#744bf652fe,"Warszawa, Ursynów, ul. Przy Bażantarni",1 800 zł,Kaucja:2 400 zł,Powierzchnia:50 m²,Liczba pokoi:2,Rodzaj zabudowy:blok,Piętro:6,Liczba pięter:9,Materiał budynku:cegła,Okna:plastikowe,Ogrzewanie:miejskie,Rok budowy:2017,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkapralka,teren zamkniętydomofon / wideofonmonitoring / ochrona,balkongaraż/miejsce parkingowewinda,,Nr oferty w Otodom: 61417202,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=8,Czynsz - dodatkowo:400 zł,Data aktualizacji: 12 dni temu,,,,
1612258309-5,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"50 m²
                    
                        SZUKAM mieszkania/apartament na wynajem/6-12m-cy",https://www.otodom.pl/pl/oferta/szukam-mieszkania-apartament-na-wynajem-6-12m-cy-ID49GJM.html#781eca2289,"Warszawa, mazowieckie",2 000 zł,,Powierzchnia:50 m²,Liczba pokoi:2,,,,,,,,,,,,,Nr oferty w Otodom: 61414582,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=36,,Data aktualizacji: 12 dni temu,,,,
1612264801-2125,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"40 m²
                    
                        Wynajmę 2 oddzielne pokoje na Powiślu, po remoncie",https://www.otodom.pl/pl/oferta/wynajme-2-oddzielne-pokoje-na-powislu-po-remoncie-ID49IJi.html#744bf652fe,"Warszawa, Śródmieście, Powiśle, ul. św. Franciszka Salezego",2 600 zł,Kaucja:2 600 zł,Powierzchnia:40 m²,Liczba pokoi:2,Rodzaj zabudowy:blok,Piętro:6,,Materiał budynku:cegła,Okna:plastikowe,Ogrzewanie:miejskie,,Stan wykończenia:do zamieszkania,lodówkameblepiekarnikkuchenkapralka,drzwi / okna antywłamaniowedomofon / wideofon,balkonpiwnicawinda,,Nr oferty w Otodom: 61422240,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=8,,Data aktualizacji: 16 godzin temu,,,,
1612261135-923,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"42 m²
                    
                        Mieszkanie 42 m Tarchomin ul. Maciejewskiego",https://www.otodom.pl/pl/oferta/mieszkanie-42-m-tarchomin-ul-maciejewskiego-ID48q6S.html#f373f812d9,"Warszawa, Białołęka, ul. Romana Maciejewskiego",1 700 zł,Kaucja:1 700 zł,Powierzchnia:42 m²,Liczba pokoi:2,Rodzaj zabudowy:blok,Piętro:3,Liczba pięter:4,Materiał budynku:cegła,Okna:plastikowe,Ogrzewanie:miejskie,Rok budowy:2000,Stan wykończenia:do zamieszkania,lodówkameblepiekarnikkuchenkapralka,teren zamkniętydomofon / wideofon,wynajmę również studentom,,Nr oferty w Otodom: 61112338,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=24,,Data aktualizacji: 5 dni temu,,,,
1612259550-417,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"26,50 m²
                    
                        Przytulna kawalerka metro,parki/ Cosy studio",https://www.otodom.pl/pl/oferta/przytulna-kawalerka-metro-parki-cosy-studio-ID41kN5.html#667b1f3c76,"Warszawa, Wola, elekcyjna 33",1 400 zł,Kaucja:2 000 zł,"Powierzchnia:26,50 m²",Liczba pokoi:1,Rodzaj zabudowy:blok,,,Materiał budynku:wielka płyta,Okna:plastikowe,Ogrzewanie:miejskie,Rok budowy:1965,Stan wykończenia:do zamieszkania,lodówkameblepiekarnikkuchenkapralka,telewizja kablowainternet,,,Nr oferty w Otodom: 59423595,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=30,,Data aktualizacji: 17 godzin temu,,,,
1612260420-690,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"35 m²
                    
                        Bezpośrednio wynajem kawalerki-Białołęka",https://www.otodom.pl/pl/oferta/bezposrednio-wynajem-kawalerki-bialoleka-ID4610L.html#ddc20d44e1,"Warszawa, Białołęka, ul. Skarbka z Gór",1 700 zł,Kaucja:1 700 zł,Powierzchnia:35 m²,Liczba pokoi:1,Rodzaj zabudowy:blok,Piętro:1,Liczba pięter:2,,Okna:plastikowe,Ogrzewanie:miejskie,Rok budowy:2009,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkapralka,drzwi / okna antywłamanioweteren zamkniętydomofon / wideofonmonitoring / ochrona,balkonpiwnicagaraż/miejsce parkingowewindatylko dla niepalących,,Nr oferty w Otodom: 60539203,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=27,,Data aktualizacji: 10 dni temu,,,,
1612263594-1732,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"40 m²
                    
                        Mieszkanie 40 m2 Cybernetyki W-WA NOWE BEZPOŚREDNI",https://www.otodom.pl/pl/oferta/mieszkanie-40-m2-cybernetyki-w-wa-nowe-bezposredni-ID49A95.html#fc471ab7f6,"Warszawa, Mokotów",2 500 zł,Kaucja:3 000 zł,Powierzchnia:40 m²,Liczba pokoi:2,Rodzaj zabudowy:apartamentowiec,Piętro:5,Liczba pięter:8,Materiał budynku:cegła,Okna:drewniane,Ogrzewanie:miejskie,Rok budowy:2020,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkatelewizorpralka,teren zamkniętydomofon / wideofonmonitoring / ochrona,klimatyzacjagaraż/miejsce parkingowewindatylko dla niepalących,wynajmę również studentom,Nr oferty w Otodom: 61389243,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=13,Czynsz - dodatkowo:500 zł,Data aktualizacji: 9 dni temu,,,,
1612265653-2404,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"40 m²
                    
                        2 pok. mieszkanie, Mokotów, róg Wołoska/Woronicza,",https://www.otodom.pl/pl/oferta/2-pok-mieszkanie-mokotow-rog-woloska-woronicza-ID49Oxw.html#7104859108,"Warszawa, Mokotów, Górny Mokotów, ul. Bełska",2 400 zł,Kaucja:2 400 zł,Powierzchnia:40 m²,Liczba pokoi:2,Rodzaj zabudowy:blok,Piętro:7,Liczba pięter:10,Materiał budynku:cegła,Okna:plastikowe,Ogrzewanie:miejskie,Rok budowy:1972,Stan wykończenia:do zamieszkania,lodówkameblepiekarnikkuchenkapralka,teren zamkniętydomofon / wideofon,balkonpiwnicagaraż/miejsce parkingowewindaoddzielna kuchnia,wynajmę również studentom,Nr oferty w Otodom: 61444573,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=4,Czynsz - dodatkowo:1 zł,Data aktualizacji: 5 dni temu,,,,
1612259141-282,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"44 m²
                    
                        Bezpośrednio 44m Bemowo – wynajem okazjonalny",https://www.otodom.pl/pl/oferta/bezposrednio-44m-bemowo-wynajem-okazjonalny-ID3MnWq.html#cd97f0dd79,"Warszawa, Bemowo, ul. Świetlików",2 000 zł,Kaucja:2 500 zł,Powierzchnia:44 m²,Liczba pokoi:2,Rodzaj zabudowy:apartamentowiec,Piętro:2,,,Okna:plastikowe,Ogrzewanie:miejskie,Rok budowy:2009,Stan wykończenia:do zamieszkania,zmywarkalodówkameblepiekarnikkuchenkatelewizorpralka,drzwi / okna antywłamaniowedomofon / wideofonmonitoring / ochrona,telewizja kablowainternet,balkonwindatylko dla niepalącychtaras,Nr oferty w Otodom: 55860724,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=32,Czynsz - dodatkowo:450 zł,Data aktualizacji: 2 dni temu,,,,
1612260530-726,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"25 m²
                    
                        Centrum - 50m od Nowego Światu, cicha kawalerka",https://www.otodom.pl/pl/oferta/centrum-50m-od-nowego-swiatu-cicha-kawalerka-ID46CJF.html#a7da7fb6fb,"Warszawa, Śródmieście, warecka",1 600 zł,Kaucja:1 800 zł,Powierzchnia:25 m²,Liczba pokoi:1,Rodzaj zabudowy:blok,Piętro:3,Liczba pięter:8,Materiał budynku:cegła,Okna:plastikowe,Ogrzewanie:miejskie,Rok budowy:1973,Stan wykończenia:do zamieszkania,lodówkameblekuchenkapralka,drzwi / okna antywłamaniowedomofon / wideofon,telewizja kablowainternet,balkonpiwnicawindatylko dla niepalących,Nr oferty w Otodom: 60684215,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=26,Czynsz - dodatkowo:200 zł,Data aktualizacji: 1 dzień temu,,,,
1612264612-2063,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72,"48,13 m²
                    
                        Dwupokojowe mieszkanie na Mokotowie",https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-na-mokotowie-ID49GvJ.html#744bf652fe,"Warszawa, Mokotów, ul. Wołoska 70",2 200 zł,Kaucja:4 400 zł,"Powierzchnia:48,13 m²",Liczba pokoi:2,Rodzaj zabudowy:blok,Piętro:1,Liczba pięter:4,,Okna:plastikowe,Ogrzewanie:miejskie,,Stan wykończenia:do zamieszkania,balkonoddzielna kuchnia,,,,Nr oferty w Otodom: 61413773,,https://www.otodom.pl/wynajem/mieszkanie/warszawa/?search%5Bprivate_business%5D=private&search%5Border%5D=created_at_first%3Adesc&search%5Bregion_id%5D=7&search%5Bsubregion_id%5D=197&search%5Bcity_id%5D=26&nrAdsPerPage=72&page=8,,Data aktualizacji: 3 dni temu,,,,
